tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:60398,9,,"Krejcikova, Barbora",,,CZE,,sr:competitor:69988,,,"Korpatsch, Tamara",,,DEU,,2-6 2-6,3,round_of_64,,8,0,42,28,24,10,8,2,2,2,4,73,41,23,14,4,7,11,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:373352,4,,"Gauff, Coco",,,USA,,sr:competitor:123824,,,"Dolehide, Caroline",,,USA,,6-7 2-6,3,round_of_64,,3,4,77,54,39,10,8,6,8,1,2,66,50,32,3,6,3,7,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:59702,10,,"Haddad Maia, Beatriz",,,BRA,,sr:competitor:845268,,,"Korneeva, Alina",,,,,1-6 2-6,3,round_of_64,,1,0,47,32,25,10,8,3,3,2,3,50,30,15,8,3,2,6,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:341112,,,"Zakharova, Anastasia",,,,,sr:competitor:205633,,,"Juvan, Kaja",,,SVN,,6-1 6-1,3,round_of_64,,0,1,40,34,28,3,7,1,1,1,5,40,26,9,6,2,2,7,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:71250,,,"Frech, Magdalena",,,POL,,sr:competitor:42339,16,,"Garcia, Caroline",,,FRA,,4-6 6-7,3,round_of_64,,4,1,94,68,43,12,8,6,9,4,1,82,55,36,10,7,7,11,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:133662,,,"Badosa, Paula",,,ESP,,sr:competitor:19546,,,"Pavlyuchenkova, Anastasia",,,,,6-2 6-3,3,round_of_64,,9,4,57,31,26,14,8,5,5,4,2,54,33,17,11,5,4,8,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:157754,2,,"Sabalenka, Aryna",,,,,sr:competitor:667155,,,"Fruhvirtova, Brenda",,,CZE,,3-6 2-6,3,round_of_64,,4,3,48,26,21,13,8,1,2,2,4,55,29,17,10,4,2,6,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:36067,28,,"Tsurenko, Lesia",,,UKR,,sr:competitor:124804,,,"Masarova, Rebeka",,,ESP,,6-3 6-4,3,round_of_64,,0,2,52,35,20,9,6,3,6,2,6,90,56,31,11,4,11,17,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:278887,,,"Kostyuk, Marta",,,UKR,,sr:competitor:78551,25,,"Mertens, Elise",,,BEL,,5-7 6-1 7-6,3,round_of_64,,3,11,107,69,52,17,13,10,13,1,6,105,67,46,15,10,4,8,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:366114,,,"Avanesyan, Elina",,,,,sr:competitor:65950,8,,"Sakkari, Maria",,,GRC,,4-6 4-6,3,round_of_64,,2,2,71,59,39,4,8,4,6,1,1,75,51,31,10,6,8,12,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:179146,,,"Kalinskaya, Anna",,,,,sr:competitor:19847,,,"Rus, Arantxa",,,NLD,,1-6 5-7,3,round_of_64,,1,1,55,46,30,5,7,3,5,3,0,67,54,27,5,4,8,14,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:401055,,,"Noskova, Linda",,,CZE,,sr:competitor:287769,,,"Kessler, McCartney",,,USA,,3-6 6-1 4-6,3,round_of_64,,2,5,81,46,35,18,11,2,4,7,2,90,54,38,20,11,7,9,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:274013,1,,"Swiatek, Iga",,,POL,,sr:competitor:58515,,,"Collins, Danielle",,,USA,,6-4 3-6 6-4,3,round_of_64,,1,4,94,64,41,9,8,9,15,2,7,110,62,39,17,8,8,15,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:64968,,,"Dodin, Oceane",,,FRA,,sr:competitor:153860,,,"Trevisan, Martina",,,ITA,,6-4 6-4,3,round_of_64,,3,5,62,32,13,6,9,2,3,0,2,63,48,15,2,8,3,5,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:69208,26,,"Paolini, Jasmine",,,ITA,,sr:competitor:19520,,,"Maria, Tatjana",,,DEU,,2-6 3-6,3,round_of_64,,1,1,58,48,35,4,8,4,5,1,4,60,40,23,7,4,3,7,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:225046,,,"Burel, Clara",,,FRA,,sr:competitor:44834,5,,"Pegula, Jessica",,,USA,,6-4 6-2,3,round_of_64,,2,4,49,28,20,13,7,1,3,0,2,67,35,21,13,4,6,11,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:23158,,,"Stephens, Sloane",,,USA,,sr:competitor:132370,14,,"Kasatkina, Daria",,,,,4-6 6-3 6-3,3,round_of_64,,1,1,96,73,48,11,12,8,10,3,2,91,67,44,11,10,7,11,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:348760,12,,"Zheng, Qinwen",,,CHN,,sr:competitor:62924,,,"Boulter, Katie",,,GBR,,6-3 6-3,3,round_of_64,,7,8,71,39,30,11,7,7,9,1,3,54,27,16,9,4,1,6,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:228418,27,,"Navarro, Emma",,,USA,,sr:competitor:373354,,,"Cocciaretto, Elisabetta",,,ITA,,4-6 6-3 6-3,3,round_of_64,,1,1,85,57,41,13,11,6,9,1,3,119,87,49,15,9,13,18,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:51293,19,,"Svitolina, Elina",,,UKR,,sr:competitor:41374,,,"Tomova, Viktoriya",,,BGR,,6-1 6-3,3,round_of_64,,1,1,43,29,20,8,6,2,4,1,2,55,37,14,8,2,1,7,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:52025,,,"Wang, Yafan",,,CHN,,sr:competitor:352782,,,"Raducanu, Emma",,,GBR,,4-6 6-4 4-6,3,round_of_64,,6,4,114,69,46,23,11,15,19,6,2,103,77,45,14,10,7,12,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:48455,,,"Golubic, Viktorija",,,CHE,,sr:competitor:72376,,,"Siniakova, Katerina",,,CZE,,3-6 6-2 4-6,3,round_of_64,,0,1,90,75,39,10,9,7,12,1,7,82,62,37,8,8,4,9,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:192130,,,"Blinkova, Anna",,,,,sr:competitor:186312,3,,"Rybakina, Elena",,,KAZ,,4-6 6-4 6-7,3,round_of_64,,4,6,124,78,57,14,11,2,7,9,2,112,68,47,21,11,1,6,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:192108,,,"Yastremska, Dayana",,,UKR,,sr:competitor:246905,,,"Gracheva, Varvara",,,FRA,,3-6 2-6,3,round_of_64,,5,1,51,37,22,16,9,1,1,2,1,56,38,18,13,5,1,4,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:64496,11,,"Ostapenko, Jelena",,,LVA,,sr:competitor:34486,,,"Tomljanovic, Ajla",,,AUS,,6-0 3-6 6-4,3,round_of_64,,3,4,86,48,33,20,10,8,11,4,7,67,45,31,7,7,3,8,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:19017,18,,"Azarenka, Victoria",,,,,sr:competitor:329535,,,"Tauson, Clara",,,DNK,,4-6 6-3 2-6,3,round_of_64,,0,2,82,48,34,17,10,3,6,11,5,100,63,45,12,9,9,14,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:281189,,,"Anisimova, Amanda",,,USA,,sr:competitor:133662,,,"Badosa, Paula",,,ESP,,7-5 6-4,3,round_of_32,,4,6,79,59,38,9,8,5,8,3,3,62,35,20,13,6,3,8,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:157754,2,,"Sabalenka, Aryna",,,,,sr:competitor:36067,28,,"Tsurenko, Lesia",,,UKR,,0-6 0-6,3,round_of_32,,0,0,39,25,19,8,6,1,1,0,6,39,27,10,2,0,4,10,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:871583,,,"Andreeva, Mirra",,,,,sr:competitor:318195,,,"Parry, Diane",,,FRA,,1-6 6-1 7-6,3,round_of_32,,5,4,91,66,43,10,8,7,12,0,1,90,55,35,14,8,7,12,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:278887,,,"Kostyuk, Marta",,,UKR,,sr:competitor:366114,,,"Avanesyan, Elina",,,,,6-2 4-6 4-6,3,round_of_32,,6,5,103,62,32,19,7,9,16,1,5,120,87,44,15,7,17,24,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:373352,4,,"Gauff, Coco",,,USA,,sr:competitor:256547,,,"Parks, Alycia",,,USA,,0-6 2-6,3,round_of_32,,3,3,39,26,22,7,7,0,0,2,8,46,23,11,8,2,0,5,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:71250,,,"Frech, Magdalena",,,POL,,sr:competitor:341112,,,"Zakharova, Anastasia",,,,,4-6 7-5 6-4,3,round_of_32,,7,1,118,82,49,11,9,13,20,2,5,114,79,45,15,8,17,25,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:467035,,,"Timofeeva, Maria",,,,,sr:competitor:59702,10,,"Haddad Maia, Beatriz",,,BRA,,7-6 6-3,3,round_of_32,,1,1,69,47,38,9,9,0,2,0,3,76,54,36,8,7,5,8,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:60398,9,,"Krejcikova, Barbora",,,CZE,,sr:competitor:45835,,,"Hunter, Storm",,,AUS,,6-4 5-7 3-6,3,round_of_32,,8,7,109,67,49,19,13,5,8,1,4,94,64,39,16,11,4,8,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:179146,,,"Kalinskaya, Anna",,,,,sr:competitor:23158,,,"Stephens, Sloane",,,USA,,6-7 6-1 6-4,3,round_of_32,,5,1,118,84,56,19,14,12,13,2,1,110,84,53,11,10,10,14,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:192108,,,"Yastremska, Dayana",,,UKR,,sr:competitor:228418,27,,"Navarro, Emma",,,USA,,2-6 6-2 1-6,3,round_of_32,,5,3,79,36,26,23,9,4,7,0,3,73,51,31,8,6,3,8,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:348760,12,,"Zheng, Qinwen",,,CHN,,sr:competitor:52025,,,"Wang, Yafan",,,CHN,,6-4 2-6 7-6,3,round_of_32,,10,8,93,50,45,15,11,1,5,1,2,106,75,46,20,12,4,7,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:64968,,,"Dodin, Oceane",,,FRA,,sr:competitor:225046,,,"Burel, Clara",,,FRA,,6-2 6-4,3,round_of_32,,4,1,55,28,19,15,7,0,2,8,4,61,31,16,13,4,6,11,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:69208,26,,"Paolini, Jasmine",,,ITA,,sr:competitor:192130,,,"Blinkova, Anna",,,,,6-7 4-6,3,round_of_32,,3,1,61,52,34,5,8,2,5,1,1,64,40,20,12,7,1,5,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:19017,18,,"Azarenka, Victoria",,,,,sr:competitor:64496,11,,"Ostapenko, Jelena",,,LVA,,1-6 5-7,3,round_of_32,,11,3,70,51,40,5,9,6,7,3,2,48,37,23,3,5,0,4,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:401055,,,"Noskova, Linda",,,CZE,,sr:competitor:274013,1,,"Swiatek, Iga",,,POL,,6-3 3-6 4-6,3,round_of_32,,10,4,100,70,51,11,12,5,7,4,1,86,56,36,17,11,4,7,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:51293,19,,"Svitolina, Elina",,,UKR,,sr:competitor:48455,,,"Golubic, Viktorija",,,CHE,,6-2 6-3,3,round_of_32,,2,2,50,34,26,6,7,1,3,1,2,50,36,19,5,3,3,8,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:373352,4,,"Gauff, Coco",,,USA,,sr:competitor:71250,,,"Frech, Magdalena",,,POL,,1-6 2-6,3,round_of_16,,1,1,38,23,18,10,7,0,0,2,0,48,32,15,7,3,4,9,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:157754,2,,"Sabalenka, Aryna",,,,,sr:competitor:281189,,,"Anisimova, Amanda",,,USA,,3-6 2-6,3,round_of_16,,6,1,50,31,27,11,9,1,1,3,1,48,33,22,5,5,3,6,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:278887,,,"Kostyuk, Marta",,,UKR,,sr:competitor:467035,,,"Timofeeva, Maria",,,,,6-2 6-1,3,round_of_16,,1,1,56,36,26,13,8,4,4,0,2,47,29,16,7,3,1,5,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:60398,9,,"Krejcikova, Barbora",,,CZE,,sr:competitor:871583,,,"Andreeva, Mirra",,,,,6-4 3-6 2-6,3,round_of_16,,1,5,87,53,33,20,10,5,9,3,5,79,52,30,10,7,5,11,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:192108,,,"Yastremska, Dayana",,,UKR,,sr:competitor:19017,18,,"Azarenka, Victoria",,,,,6-7 4-6,3,round_of_16,,5,5,84,48,32,14,7,4,8,4,2,76,43,22,17,6,6,11,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:179146,,,"Kalinskaya, Anna",,,,,sr:competitor:69208,26,,"Paolini, Jasmine",,,ITA,,4-6 2-6,3,round_of_16,,1,1,54,38,25,12,8,3,4,3,0,57,37,17,12,5,4,8,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:348760,12,,"Zheng, Qinwen",,,CHN,,sr:competitor:64968,,,"Dodin, Oceane",,,FRA,,6-0 6-3,3,round_of_16,,5,3,50,21,18,14,7,1,2,1,3,37,22,11,5,2,2,7,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:373352,4,,"Gauff, Coco",,,USA,,sr:competitor:278887,,,"Kostyuk, Marta",,,UKR,,6-7 7-6 2-6,3,quarterfinal,,1,9,118,63,37,22,9,7,14,2,8,128,64,34,27,7,13,22,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:157754,2,,"Sabalenka, Aryna",,,,,sr:competitor:60398,9,,"Krejcikova, Barbora",,,CZE,,2-6 3-6,3,quarterfinal,,4,2,40,26,19,7,6,2,4,2,3,49,29,16,4,3,3,9,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:192108,,,"Yastremska, Dayana",,,UKR,,sr:competitor:401055,,,"Noskova, Linda",,,CZE,,3-6 4-6,3,quarterfinal,,3,3,62,34,26,15,9,2,3,4,2,54,38,23,8,6,2,5,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:348760,12,,"Zheng, Qinwen",,,CHN,,sr:competitor:179146,,,"Kalinskaya, Anna",,,,,7-6 3-6 1-6,3,quarterfinal,,10,2,81,45,36,19,12,0,2,2,5,96,74,44,7,8,3,9,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:157754,2,,"Sabalenka, Aryna",,,,,sr:competitor:373352,4,,"Gauff, Coco",,,USA,,6-7 4-6,3,semifinal,,4,2,66,51,36,7,8,1,4,5,8,84,48,31,14,7,6,10,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:348760,12,,"Zheng, Qinwen",,,CHN,,sr:competitor:192108,,,"Yastremska, Dayana",,,UKR,,4-6 4-6,3,semifinal,,4,3,67,37,28,15,8,8,10,3,5,63,33,21,13,6,7,11,,,,
sr:competition:2571,Australian Open Women Singles,,,grand_slam,2024-01-07,,sr:competitor:157754,2,,"Sabalenka, Aryna",,,,,sr:competitor:348760,12,,"Zheng, Qinwen",,,CHN,,3-6 2-6,3,final,,3,0,57,38,32,8,9,4,4,6,6,51,25,20,9,5,3,6,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:124804,11,,"Masarova, Rebeka",,,ESP,,sr:competitor:118096,,,"Papadakis, Lena",,,DEU,,3-6 1-6,3,qualification_round_1,,9,1,51,36,29,8,8,4,4,1,2,50,32,17,9,4,2,6,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:75825,9,,"Bektas, Emina",,,USA,,sr:competitor:762762,,,"Seidel, Ella",,,DEU,,3-6 2-6,3,qualification_round_1,,7,0,44,32,26,11,9,2,2,4,4,49,24,16,10,5,3,6,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:299310,,,"Sonmez, Zeynep",,,TUR,,sr:competitor:192108,1,,"Yastremska, Dayana",,,UKR,,6-3 4-6 1-6,3,qualification_round_1,,2,7,84,38,25,25,10,8,11,4,5,97,49,29,23,8,9,14,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:741433,,,"Bejlek, Sara",,,CZE,,sr:competitor:432605,,,"Makarova, Ekaterina",,,,,6-7 7-5 2-6,3,qualification_round_1,,0,3,98,71,44,9,9,5,12,0,2,114,83,42,16,8,7,15,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:72376,2,,"Siniakova, Katerina",,,CZE,,sr:competitor:448081,,,"Noha Akugue, Noma",,,DEU,,6-3 6-0,3,qualification_round_1,,2,4,37,20,18,10,7,0,0,2,5,48,30,17,4,3,4,9,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:66968,3,,"Kudermetova, Veronika",,,,,sr:competitor:406753,,,"Stabel, Anica",,,DEU,,6-0 6-2,3,qualification_round_1,,3,0,40,27,22,8,7,0,0,1,4,44,26,11,7,2,4,9,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:225130,,,"Starodubtseva, Yuliia",,,UKR,,sr:competitor:69988,7,,"Korpatsch, Tamara",,,DEU,,6-1 4-6 6-0,3,qualification_round_1,,0,1,67,44,28,12,8,3,6,2,3,72,38,16,15,4,1,9,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:137962,,,"Day, Kayla",,,USA,,sr:competitor:23082,12,,"Rodionova, Arina",,,AUS,,6-0 6-3,3,qualification_round_1,,12,2,53,37,27,11,7,3,4,1,4,43,23,10,8,2,3,8,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:45902,10,,"Sasnovich, Aliaksandra",,,,,sr:competitor:41524,,,"Krunic, Aleksandra",,,SRB,,4-6 1-6,3,qualification_round_1,,6,1,58,40,28,10,8,5,6,2,1,53,35,19,7,4,4,8,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:72450,8,,"Hibino, Nao",,,JPN,,sr:competitor:210716,,,"Lamens, Suzan",,,NLD,,6-3 1-6 2-6,3,qualification_round_1,,2,1,91,67,46,10,10,7,9,6,2,86,65,39,7,7,7,12,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:19847,5,,"Rus, Arantxa",,,NLD,,sr:competitor:65656,,,"Ferro, Fiona",,,FRA,,6-4 7-5,3,qualification_round_1,,5,1,60,41,31,12,9,2,4,2,4,83,52,32,12,7,8,12,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:272217,4,,"Wang, Xinyu",,,CHN,,sr:competitor:434256,,,"Guth, Mara",,,DEU,,6-1 6-3,3,qualification_round_1,,5,3,48,31,25,8,7,2,3,1,2,58,36,16,11,3,5,10,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:299310,,,"Sonmez, Zeynep",,,TUR,,sr:competitor:75825,9,,"Bektas, Emina",,,USA,,7-6 2-6 6-3,3,qualification_final,,0,8,115,61,36,29,10,13,18,6,3,106,67,42,18,10,5,9,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:124804,11,,"Masarova, Rebeka",,,ESP,,sr:competitor:741433,,,"Bejlek, Sara",,,CZE,,7-6 4-6 6-7,3,qualification_final,,9,6,125,90,59,20,13,8,12,0,4,113,93,58,9,12,2,7,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:66968,3,,"Kudermetova, Veronika",,,,,sr:competitor:137962,,,"Day, Kayla",,,USA,,6-1 6-1,3,qualification_final,,3,1,37,27,20,8,7,0,0,5,3,64,37,19,11,2,3,8,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:72376,2,,"Siniakova, Katerina",,,CZE,,sr:competitor:225130,,,"Starodubtseva, Yuliia",,,UKR,,6-2 6-2,3,qualification_final,,1,0,42,24,20,10,7,1,2,0,0,58,41,18,8,3,5,10,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:272217,4,,"Wang, Xinyu",,,CHN,,sr:competitor:45902,10,,"Sasnovich, Aliaksandra",,,,,6-4 6-1,3,qualification_final,,4,1,46,28,18,12,7,1,2,2,0,49,25,12,10,4,2,7,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:72450,8,,"Hibino, Nao",,,JPN,,sr:competitor:19847,5,,"Rus, Arantxa",,,NLD,,2-6 6-7,3,qualification_final,,1,0,66,50,36,7,9,1,2,1,3,56,39,24,9,7,1,4,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:132370,,,"Kasatkina, Daria",,,,,sr:competitor:278887,,,"Kostyuk, Marta",,,UKR,,6-4 6-7 3-6,3,round_of_32,,4,8,132,84,51,24,11,9,14,1,10,110,66,44,18,10,7,12,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:299310,,,"Sonmez, Zeynep",,,TUR,,sr:competitor:19847,,,"Rus, Arantxa",,,NLD,,6-3 2-6 1-6,3,round_of_32,,0,2,67,42,31,15,10,4,6,3,5,73,48,29,10,7,5,10,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:179146,,,"Kalinskaya, Anna",,,,,sr:competitor:72450,,,"Hibino, Nao",,,JPN,,6-2 4-6 2-6,3,round_of_32,,1,4,78,47,30,19,10,2,5,6,3,76,48,30,18,9,3,7,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:152804,,,"Vondrousova, Marketa",,,CZE,,sr:competitor:124804,,,"Masarova, Rebeka",,,ESP,,6-4 6-3,3,round_of_32,,6,4,60,35,26,14,8,3,4,6,2,63,41,27,10,6,3,7,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:72376,,,"Siniakova, Katerina",,,CZE,,sr:competitor:228418,,,"Navarro, Emma",,,USA,,6-4 6-3,3,round_of_32,,1,4,54,38,28,9,8,1,2,0,1,67,50,31,8,6,5,9,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:348760,,,"Zheng, Qinwen",,,CHN,,sr:competitor:66476,,,"Osaka, Naomi",,,JPN,,4-6 6-3 3-6,3,round_of_32,,23,7,94,50,44,20,13,3,4,5,3,88,53,41,16,12,2,4,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:50641,,,"Vekic, Donna",,,HRV,,sr:competitor:255031,,,"Niemeier, Jule",,,DEU,,1-6 6-1 6-3,3,round_of_32,,8,6,71,44,32,12,9,1,3,6,4,73,37,25,18,8,3,7,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:67759,,,"Alexandrova, Ekaterina",,,,,sr:competitor:59702,,,"Haddad Maia, Beatriz",,,BRA,,4-6 4-6,3,round_of_32,,6,4,49,32,28,9,9,1,2,1,3,69,50,33,7,7,4,7,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:401055,,,"Noskova, Linda",,,CZE,,sr:competitor:19578,,,"Kerber, Angelique",,,DEU,,7-6 2-6 6-4,3,round_of_32,,7,3,97,60,46,17,12,3,6,7,5,108,77,54,14,13,7,9,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:66968,,,"Kudermetova, Veronika",,,,,sr:competitor:128584,,,"Samsonova, Liudmila",,,,,3-6 6-4 6-4,3,round_of_32,,6,2,87,55,38,10,8,8,14,11,10,94,62,40,10,8,3,10,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:19017,,,"Azarenka, Victoria",,,,,sr:competitor:65950,,,"Sakkari, Maria",,,GRC,,4-6 2-6,3,round_of_32,,3,4,60,34,28,14,9,2,2,7,7,68,34,24,13,6,6,9,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:55401,,,"Jabeur, Ons",,,TUN,,sr:competitor:272217,,,"Wang, Xinyu",,,CHN,,4-6 6-7,3,round_of_32,,3,4,67,40,29,11,7,3,7,0,3,83,54,31,13,6,2,7,,,,
sr:competition:2793,"Berlin, Germany Women Singles",,,wta_500,2024-06-15,,sr:competitor:19017,,,"Azarenka, Victoria",,,,,sr:competitor:299310,,,"Sonmez, Zeynep",,,TUR,,6-3 6-3,3,round_of_16,,1,4,66,46,29,10,7,5,7,1,2,62,37,17,12,4,5,10,,,,
